file,pmcid,image_type:radiology~anatomical_region:axial_region,image_type:electrography,image_type:radiology~anatomical_region:axial_region.abdomen,image_type,image_type:pathology,image_type:radiology~anatomical_region,image_type:medical_photograph,image_type:ophthalmic_imaging,image_type:radiology.ultrasound,image_type:endoscopy,image_type:radiology~anatomical_view,image_type:radiology~anatomical_region:upper_limb,image_type:radiology~attribute_angiography,image_type:radiology~contrast_status,image_type:radiology~main,image_type:radiology~anatomical_region:lower_limb,image_type:radiology~anatomical_region:axial_region.thorax,modified_label
PMC10016092_fonc-13-1054978-g001_C_3_3.webp,PMC10016092,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC10016092_fonc-13-1054978-g002_A_1_2.webp,PMC10016092,,,,endoscopy,,,,,,other_endoscopy,,,,,,,,False
PMC10016092_fonc-13-1054978-g002_B_2_2.webp,PMC10016092,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC10016092_fonc-13-1054978-g004_undivided_1_1.webp,PMC10016092,,,,chart,,,,,,,,,,,,,,False
PMC10016158_41983_2023_636_Fig1_HTML_a_1_2.webp,PMC10016158,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,other_thoracic_image,False
PMC10016158_41983_2023_636_Fig1_HTML_b_2_2.webp,PMC10016158,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,cardiac_image,False
PMC10016350_fonc-13-1118633-g001_A_1_3.webp,PMC10016350,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC10016350_fonc-13-1118633-g001_B_2_3.webp,PMC10016350,abdomen,,cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC10016350_fonc-13-1118633-g001_C_3_3.webp,PMC10016350,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC10016364_IMCRJ-16-159-g0003_undivided_1_1.webp,PMC10016364,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10016364_IMCRJ-16-159-g0004_a_1_2.webp,PMC10016364,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10016364_IMCRJ-16-159-g0004_b_2_2.webp,PMC10016364,,,,pathology,acid_fast,,,,,,,,,,,,,False
PMC10017521_fgene-14-1077625-g001_A_1_2.webp,PMC10017521,thorax,,,radiology,,axial_region,,,,,oblique,,angiography,contrast,x_ray,,cardiac_image,False
PMC10017521_fgene-14-1077625-g001_B_2_2.webp,PMC10017521,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,x_ray,,,False
PMC10017521_fgene-14-1077625-g002_A_1_4.webp,PMC10017521,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10017521_fgene-14-1077625-g002_B_2_4.webp,PMC10017521,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10017521_fgene-14-1077625-g002_C_3_4.webp,PMC10017521,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10017521_fgene-14-1077625-g002_D_4_4.webp,PMC10017521,head,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,,False
PMC10017523_fonc-13-1109731-g002_undivided_1_1.webp,PMC10017523,neck,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,,False
PMC10017523_fonc-13-1109731-g003_A_1_4.webp,PMC10017523,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10017523_fonc-13-1109731-g003_B_2_4.webp,PMC10017523,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10017523_fonc-13-1109731-g003_C_3_4.webp,PMC10017523,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10017523_fonc-13-1109731-g003_D_4_4.webp,PMC10017523,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10017547_fmed-10-1108443-g001_undivided_1_1.webp,PMC10017547,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC10017547_fmed-10-1108443-g002_undivided_1_1.webp,PMC10017547,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC10017547_fmed-10-1108443-g003_undivided_1_1.webp,PMC10017547,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10017547_fmed-10-1108443-g004_undivided_1_1.webp,PMC10017547,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC10017724_fpubh-11-1127713-g0003_undivided_1_1.webp,PMC10017724,,,,chart,,,,,,,,,,,,,,False
PMC10017836_fonc-13-1015976-g001_A_1_3.webp,PMC10017836,abdomen,,cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10017836_fonc-13-1015976-g001_B_2_3.webp,PMC10017836,abdomen,,cholangiogram,radiology,,axial_region,,,,,frontal,,angiography,contrast,mri,,,False
PMC10017836_fonc-13-1015976-g001_C_3_3.webp,PMC10017836,abdomen,,cholangiogram,radiology,,axial_region,,,,,frontal,,angiography,contrast,mri,,,False
PMC10017850_fmed-09-1108637-g0002_undivided_1_1.webp,PMC10017850,,,,chart,,,,,,,,,,,,,,False
PMC10017992_fonc-13-1098876-g001_undivided_1_1.webp,PMC10017992,,,,chart,,,,,,,,,,,,,,False
PMC10017992_fonc-13-1098876-g004_undivided_1_1.webp,PMC10017992,,,,radiology,,upper_limb,,,,,oblique,hand,angiography,contrast,x_ray,,,False
PMC10018021_fmed-10-999066-g001_undivided_1_1.webp,PMC10018021,,ekg,,electrography,,,,,,,,,,,,,,False
PMC10018021_fmed-10-999066-g002_undivided_1_1.webp,PMC10018021,,ekg,,electrography,,,,,,,,,,,,,,False
PMC10018021_fmed-10-999066-g004_A_1_4.webp,PMC10018021,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,other_thoracic_image,False
PMC10018021_fmed-10-999066-g004_B_2_4.webp,PMC10018021,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,other_thoracic_image,False
PMC10018021_fmed-10-999066-g004_C_3_4.webp,PMC10018021,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,other_thoracic_image,False
PMC10018021_fmed-10-999066-g004_D_4_4.webp,PMC10018021,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10018143_fped-11-1116166-g001_undivided_1_1.webp,PMC10018143,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10018143_fped-11-1116166-g002_undivided_1_1.webp,PMC10018143,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,other_thoracic_image,False
PMC10018143_fped-11-1116166-g003_undivided_1_1.webp,PMC10018143,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10018143_fped-11-1116166-g004_undivided_1_1.webp,PMC10018143,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,other_thoracic_image,False
PMC10018204_fneur-14-1130087-g0001_undivided_1_1.webp,PMC10018204,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10018219_IMCRJ-16-141-g0001_undivided_1_1.webp,PMC10018219,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10018219_IMCRJ-16-141-g0002_undivided_1_1.webp,PMC10018219,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10018219_IMCRJ-16-141-g0003_undivided_1_1.webp,PMC10018219,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10018219_IMCRJ-16-141-g0004_undivided_1_1.webp,PMC10018219,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10018219_IMCRJ-16-141-g0005_undivided_1_1.webp,PMC10018219,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10018219_IMCRJ-16-141-g0006_undivided_1_1.webp,PMC10018219,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10018219_IMCRJ-16-141-g0007_undivided_1_1.webp,PMC10018219,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10018219_IMCRJ-16-141-g0008_undivided_1_1.webp,PMC10018219,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10018219_IMCRJ-16-141-g0009_undivided_1_1.webp,PMC10018219,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10018219_IMCRJ-16-141-g0010_undivided_1_1.webp,PMC10018219,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10018219_IMCRJ-16-141-g0011_undivided_1_1.webp,PMC10018219,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10018284_IMCRJ-16-153-g0004_undivided_1_1.webp,PMC10018284,,,,pathology,gram,,,,,,,,,,,,,False
PMC10018418_cde-2023-0015-0001-529727_f1_undivided_1_1.webp,PMC10018418,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10018418_cde-2023-0015-0001-529727_f2_left_2_2.webp,PMC10018418,,,,radiology,,lower_limb,,,,,oblique,,angiography,contrast,x_ray,foot,,False
PMC10018418_cde-2023-0015-0001-529727_f2_right_1_2.webp,PMC10018418,,,,radiology,,upper_limb,,,,,oblique,hand,no_angiography,contrast,x_ray,,,False
PMC10018419_cro-2023-0016-0001-529838_f1_undivided_1_1.webp,PMC10018419,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10018419_cro-2023-0016-0001-529838_f2_undivided_1_1.webp,PMC10018419,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10018420_cro-2023-0016-0001-529736_f1_undivided_1_1.webp,PMC10018420,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10018420_cro-2023-0016-0001-529736_f2_a_1_4.webp,PMC10018420,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10018420_cro-2023-0016-0001-529736_f2_b_2_4.webp,PMC10018420,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10018420_cro-2023-0016-0001-529736_f2_c_3_4.webp,PMC10018420,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10018420_cro-2023-0016-0001-529736_f2_d_4_4.webp,PMC10018420,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10018420_cro-2023-0016-0001-529736_f3_undivided_1_1.webp,PMC10018420,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10018421_crn-2023-0015-0001-529741_f1_a_1_4.webp,PMC10018421,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC10018421_crn-2023-0015-0001-529741_f1_b_2_4.webp,PMC10018421,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC10018421_crn-2023-0015-0001-529741_f1_c_3_4.webp,PMC10018421,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10018421_crn-2023-0015-0001-529741_f1_d_4_4.webp,PMC10018421,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC10018422_crn-2023-0015-0001-529121_f1_undivided_1_1.webp,PMC10018422,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,cardiac_image,True
PMC10018749_fendo-14-1101843-g001_A_1_3.webp,PMC10018749,,,,chart,,,,,,,,,,,,,,False
PMC10018749_fendo-14-1101843-g001_B_2_3.webp,PMC10018749,,,,chart,,,,,,,,,,,,,,False
PMC10018749_fendo-14-1101843-g001_C_3_3.webp,PMC10018749,,,,chart,,,,,,,,,,,,,,False
PMC10019996_10-1055-a-2021-8054-i2022060676cr-2_undivided_1_1.webp,PMC10019996,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC10019996_10-1055-a-2021-8054-i2022060676cr-3_undivided_1_1.webp,PMC10019996,,,,radiology,,upper_limb,,,,,transvaginal,elbow,angiography,contrast,x_ray,,,False
PMC10019996_10-1055-a-2021-8054-i2022060676cr-4_A_1_3.webp,PMC10019996,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10019996_10-1055-a-2021-8054-i2022060676cr-4_B_2_3.webp,PMC10019996,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10019996_10-1055-a-2021-8054-i2022060676cr-4_C_3_3.webp,PMC10019996,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10020091_gr1_A_1_2.webp,PMC10020091,,ekg,,electrography,,,,,,,,,,,,,,False
PMC10020091_gr1_B_2_2.webp,PMC10020091,,,,chart,,,,,,,,,,,,,,False
PMC10020206_fpsyt-14-1088459-g001_undivided_1_1.webp,PMC10020206,,,,chart,,,,,,,,,,,,,,False
PMC10020498_fsurg-10-1078138-g003_A_1_4.webp,PMC10020498,neck,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,ct,,,False
PMC10020498_fsurg-10-1078138-g003_B_2_4.webp,PMC10020498,neck,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,ct,,,False
PMC10020498_fsurg-10-1078138-g003_C_3_4.webp,PMC10020498,neck,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,ct,,,False
PMC10020498_fsurg-10-1078138-g003_D_4_4.webp,PMC10020498,neck,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,ct,,,False
PMC10020523_fped-11-1116434-g001_A_1_4.webp,PMC10020523,thorax,,,radiology,,axial_region,,,no_doppler,,transthoracic,,no_angiography,contrast,ultrasound,,cardiac_image,True
PMC10020523_fped-11-1116434-g001_B_2_4.webp,PMC10020523,thorax,,,radiology,,axial_region,,,no_doppler,,transthoracic,,no_angiography,contrast,ultrasound,,cardiac_image,False
PMC10020523_fped-11-1116434-g001_C_3_4.webp,PMC10020523,thorax,,,radiology,,axial_region,,,doppler,,transthoracic,,angiography,contrast,ultrasound,,cardiac_image,False
PMC10020523_fped-11-1116434-g001_D_4_4.webp,PMC10020523,thorax,,,radiology,,axial_region,,,no_doppler,,transthoracic,,no_angiography,contrast,ultrasound,,cardiac_image,False
PMC10020523_fped-11-1116434-g002_undivided_1_1.webp,PMC10020523,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10020523_fped-11-1116434-g003_undivided_1_1.webp,PMC10020523,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10020523_fped-11-1116434-g004_A_1_2.webp,PMC10020523,thorax,,,radiology,,axial_region,,,no_doppler,,transthoracic,,no_angiography,contrast,ultrasound,,cardiac_image,False
PMC10020523_fped-11-1116434-g004_B_2_2.webp,PMC10020523,thorax,,,radiology,,axial_region,,,no_doppler,,transthoracic,,angiography,contrast,ultrasound,,cardiac_image,False
PMC10020610_fped-11-1104001-g001_A_1_5.webp,PMC10020610,,eeg,,electrography,,,,,,,,,,,,,,False
PMC10020610_fped-11-1104001-g001_B_2_5.webp,PMC10020610,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10020610_fped-11-1104001-g001_C_3_5.webp,PMC10020610,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10020610_fped-11-1104001-g001_D_4_5.webp,PMC10020610,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10020610_fped-11-1104001-g001_E_5_5.webp,PMC10020610,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10020625_fendo-14-1133492-g001_undivided_1_1.webp,PMC10020625,,,,radiology,,upper_limb,,,,,frontal,wrist,no_angiography,contrast,x_ray,,,False
PMC10020625_fendo-14-1133492-g002_undivided_1_1.webp,PMC10020625,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC10020638_fsurg-10-1101078-g001_undivided_1_1.webp,PMC10020638,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC10020638_fsurg-10-1101078-g002_undivided_1_1.webp,PMC10020638,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10020638_fsurg-10-1101078-g003_undivided_1_1.webp,PMC10020638,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10020784_jovr-18-130-g002_A_1_4.webp,PMC10020784,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10020784_jovr-18-130-g002_B_2_4.webp,PMC10020784,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10020784_jovr-18-130-g002_C_3_4.webp,PMC10020784,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10020784_jovr-18-130-g002_D_4_4.webp,PMC10020784,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10020790_jovr-18-123-g001_undivided_1_1.webp,PMC10020790,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10020790_jovr-18-123-g002_a_1_6.webp,PMC10020790,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC10020790_jovr-18-123-g002_b_2_6.webp,PMC10020790,,,,radiology,,lower_limb,,,,,sagittal,,angiography,contrast,x_ray,ankle,,False
PMC10020790_jovr-18-123-g002_c_3_6.webp,PMC10020790,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC10020790_jovr-18-123-g002_d_4_6.webp,PMC10020790,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC10020790_jovr-18-123-g002_e_5_6.webp,PMC10020790,pelvis,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,x_ray,,,False
PMC10020790_jovr-18-123-g002_f_6_6.webp,PMC10020790,,,,radiology,,lower_limb,,,,,sagittal,,angiography,contrast,ct,lower_leg,,False
PMC10020790_jovr-18-123-g003_a_1_4.webp,PMC10020790,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,True
PMC10020790_jovr-18-123-g003_b_2_4.webp,PMC10020790,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10020790_jovr-18-123-g003_c_3_4.webp,PMC10020790,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10020790_jovr-18-123-g003_d_4_4.webp,PMC10020790,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10020937_cde-2023-0015-0001-529568_f2_a_1_3.webp,PMC10020937,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10020937_cde-2023-0015-0001-529568_f2_b_2_3.webp,PMC10020937,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10020937_cde-2023-0015-0001-529568_f2_c_3_3.webp,PMC10020937,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10020938_cde-2023-0015-0001-529728_f1_a_1_7.webp,PMC10020938,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10020938_cde-2023-0015-0001-529728_f1_b_2_7.webp,PMC10020938,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10020938_cde-2023-0015-0001-529728_f1_c_3_7.webp,PMC10020938,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10020938_cde-2023-0015-0001-529728_f1_d_4_7.webp,PMC10020938,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10020938_cde-2023-0015-0001-529728_f1_e_5_7.webp,PMC10020938,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10020938_cde-2023-0015-0001-529728_f1_f_6_7.webp,PMC10020938,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10020938_cde-2023-0015-0001-529728_f1_g_7_7.webp,PMC10020938,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g001_A_1_4.webp,PMC10021297,,,,pathology,pas,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g001_B_2_4.webp,PMC10021297,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g001_C_3_4.webp,PMC10021297,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g001_D_4_4.webp,PMC10021297,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g002_A_1_4.webp,PMC10021297,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g002_B_2_4.webp,PMC10021297,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g002_C_3_4.webp,PMC10021297,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g002_D_4_4.webp,PMC10021297,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g003_A_1_4.webp,PMC10021297,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g003_B_2_4.webp,PMC10021297,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g003_C_3_4.webp,PMC10021297,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g003_D_4_4.webp,PMC10021297,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g004_A_1_4.webp,PMC10021297,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g004_B_2_4.webp,PMC10021297,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g004_C_3_4.webp,PMC10021297,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10021297_pore-29-1610983-g004_D_4_4.webp,PMC10021297,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10022453_IDR-16-1407-g0002_undivided_1_1.webp,PMC10022453,abdomen,,cholangiogram,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,x_ray,,,False
PMC10022453_IDR-16-1407-g0004_undivided_1_1.webp,PMC10022453,,,,chart,,,,,,,,,,,,,,False
PMC10022453_IDR-16-1407-g0005_undivided_1_1.webp,PMC10022453,,,,pathology,masson_trichrome,,,,,,,,,,,,,False
PMC10022453_IDR-16-1407-g0006_undivided_1_1.webp,PMC10022453,,,,chart,,,,,,,,,,,,,,False
PMC10022526_fcvm-10-1036476-g0001_A_1_3.webp,PMC10022526,thorax,,,radiology,,axial_region,,,doppler,,transthoracic,,no_angiography,contrast,ultrasound,,cardiac_image,False
PMC10022526_fcvm-10-1036476-g0001_B_2_3.webp,PMC10022526,thorax,,,radiology,,axial_region,,,doppler,,transthoracic,,angiography,contrast,ultrasound,,cardiac_image,False
PMC10022526_fcvm-10-1036476-g0001_C_3_3.webp,PMC10022526,thorax,,,radiology,,axial_region,,,no_doppler,,transthoracic,,no_angiography,contrast,ultrasound,,cardiac_image,True
PMC10022526_fcvm-10-1036476-g0002_A_1_3.webp,PMC10022526,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,cardiac_image,True
PMC10022526_fcvm-10-1036476-g0002_B_2_3.webp,PMC10022526,head,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC10022526_fcvm-10-1036476-g0002_C_3_3.webp,PMC10022526,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,cardiac_image,False
PMC10022526_fcvm-10-1036476-g0003_A_1_2.webp,PMC10022526,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10022526_fcvm-10-1036476-g0003_B_2_2.webp,PMC10022526,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10022526_fcvm-10-1036476-g0004_A_1_2.webp,PMC10022526,thorax,,,radiology,,axial_region,,,doppler,,transthoracic,,no_angiography,contrast,ultrasound,,cardiac_image,False
PMC10022526_fcvm-10-1036476-g0004_B_2_2.webp,PMC10022526,thorax,,,radiology,,axial_region,,,doppler,,transthoracic,,angiography,contrast,ultrasound,,cardiac_image,False
PMC10022659_fonc-13-1126476-g002_undivided_1_1.webp,PMC10022659,,,,chart,,,,,,,,,,,,,,False
PMC10022663_fimmu-14-1135834-g001_undivided_1_1.webp,PMC10022663,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10022663_fimmu-14-1135834-g002_A_1_2.webp,PMC10022663,,,,chart,,,,,,,,,,,,,,False
PMC10022663_fimmu-14-1135834-g002_B_2_2.webp,PMC10022663,,,,pathology,pas,,,,,,,,,,,,,False
PMC10022727_fonc-13-1089578-g002_undivided_1_1.webp,PMC10022727,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10022729_fneur-14-1072078-g0001_undivided_1_1.webp,PMC10022729,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10022729_fneur-14-1072078-g0002_undivided_1_1.webp,PMC10022729,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10022729_fneur-14-1072078-g0004_A_1_2.webp,PMC10022729,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10022729_fneur-14-1072078-g0004_B_2_2.webp,PMC10022729,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10023816_PRBM-16-761-g0005_undivided_1_1.webp,PMC10023816,,,,chart,,,,,,,,,,,,,,False
PMC10024499_IDR-16-1449-g0001_undivided_1_1.webp,PMC10024499,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,other_thoracic_image,False
PMC10024504_IMCRJ-16-167-g0003_undivided_1_1.webp,PMC10024504,,,,radiology,,lower_limb,,,,,sagittal,,no_angiography,contrast,x_ray,lower_leg,,False
PMC10024533_PGPM-16-195-g0003_A_1_4.webp,PMC10024533,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,True
PMC10024533_PGPM-16-195-g0003_B_2_4.webp,PMC10024533,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10024533_PGPM-16-195-g0003_C_3_4.webp,PMC10024533,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
